AID,BAO,TID,SEQLEN,PROTEINCLASS
762353,BAO_0000219,11085,362,membrane receptor
328698,BAO_0000357,11140,766,enzyme
756465,BAO_0000357,30013,484,enzyme
1505207,BAO_0000357,10849,1124,enzyme
593119,BAO_0000219,11663,1014,enzyme
874578,BAO_0000219,12666,480,enzyme
1443874,BAO_0000357,11910,482,enzyme
601037,BAO_0000219,252,412,membrane receptor
445833,BAO_0000357,10258,415,enzyme
1276467,BAO_0000357,10193,261,enzyme
603569,BAO_0000357,10926,417,enzyme
978197,BAO_0000219,100974,655,transporter
500271,BAO_0000219,125,466,membrane receptor
1286782,BAO_0000019,10869,377,epigenetic regulator
665507,BAO_0000219,101414,488,enzyme
1441018,BAO_0000219,11269,447,transcription factor
1294581,BAO_0000357,126,604,enzyme
509761,BAO_0000357,10498,333,enzyme
458569,BAO_0000219,87,472,membrane receptor
326769,BAO_0000357,276,886,enzyme
455040,BAO_0000357,136,372,membrane receptor
474629,BAO_0000219,107,471,membrane receptor
834839,BAO_0000219,64,427,transcription factor
814571,BAO_0000357,10517,493,ion channel
580498,BAO_0000219,137,380,membrane receptor
1433562,BAO_0000219,101567,1032,membrane receptor
331857,BAO_0000357,13061,435,enzyme
302713,BAO_0000357,19905,422,membrane receptor
523795,BAO_0000357,13001,660,enzyme
753968,BAO_0000219,9,1210,enzyme
351455,BAO_0000357,10495,329,enzyme
975903,BAO_0000357,10193,261,enzyme
965284,BAO_0000357,86,527,enzyme
457760,BAO_0000219,11575,374,membrane receptor
699426,BAO_0000219,10627,440,membrane receptor
840841,BAO_0000219,280,318,membrane receptor
160988,BAO_0000357,238,976,enzyme
752073,BAO_0000357,10839,313,enzyme
785117,BAO_0000219,11290,390,membrane receptor
566673,BAO_0000219,100412,646,enzyme
560453,BAO_0000219,101026,597,enzyme
535299,BAO_0000219,114,326,membrane receptor
430293,BAO_0000219,11631,382,membrane receptor
727754,BAO_0000219,20174,395,membrane receptor
609532,BAO_0000357,51,422,membrane receptor
959697,BAO_0000219,11177,1044,enzyme
1288579,BAO_0000357,11682,706,transporter
499840,BAO_0000357,10193,261,enzyme
370710,BAO_0000357,10280,445,membrane receptor
815279,BAO_0000357,10331,496,enzyme
48300,BAO_0000357,11,622,enzyme
826695,BAO_0000357,10280,445,membrane receptor
830489,BAO_0000357,10188,360,enzyme
786345,BAO_0000219,10209,479,membrane receptor
465693,BAO_0000219,252,412,membrane receptor
493724,BAO_0000357,59,490,transcription factor
975779,BAO_0000357,12209,354,enzyme
326846,BAO_0000219,90,419,membrane receptor
788534,BAO_0000357,20174,395,membrane receptor
835066,BAO_0000019,100126,766,enzyme
674744,BAO_0000357,11060,264,enzyme
938532,BAO_0000357,9,1210,enzyme
431878,BAO_0000357,10532,602,enzyme
665493,BAO_0000219,226,408,membrane receptor
509965,BAO_0000357,104,520,enzyme
590636,BAO_0000219,252,412,membrane receptor
828507,BAO_0000019,10656,770,membrane receptor
595699,BAO_0000219,121,630,transporter
951243,BAO_0000357,126,604,enzyme
787363,BAO_0000219,25,777,transcription factor
153879,BAO_0000357,12227,441,transcription factor
389337,BAO_0000357,10140,509,enzyme
215107,BAO_0000357,165,1159,ion channel
834947,BAO_0000357,10201,283,enzyme
664239,BAO_0000219,25,777,transcription factor
857984,BAO_0000357,10193,261,enzyme
570590,BAO_0000219,13004,503,enzyme
797419,BAO_0000019,10188,360,enzyme
489078,BAO_0000357,10188,360,enzyme
321253,BAO_0000357,174,530,transcription factor
819639,BAO_0000357,133,505,transcription factor
937010,BAO_0000357,126,604,enzyme
572801,BAO_0000357,8,1130,enzyme
966071,BAO_0000357,10938,1132,enzyme
751965,BAO_0000357,15,260,enzyme
584292,BAO_0000219,11663,1014,enzyme
978080,BAO_0000357,100010,779,enzyme
1459290,BAO_0000219,163,468,transcription factor
395310,BAO_0000219,250,407,membrane receptor
105276,BAO_0000357,11085,362,membrane receptor
330220,BAO_0000219,11663,1014,enzyme
950697,BAO_0000357,10567,745,enzyme
460309,BAO_0000219,130,400,membrane receptor
881852,BAO_0000357,72,443,membrane receptor
584608,BAO_0000357,11180,486,transcription factor
1538409,BAO_0000219,9,1210,enzyme
684762,BAO_0000357,197,1106,enzyme
305792,BAO_0000357,10880,697,enzyme
808063,BAO_0000357,107,471,membrane receptor
642099,BAO_0000219,108,458,membrane receptor
624976,BAO_0000219,234,1367,enzyme
1472742,BAO_0000357,12593,476,enzyme
444508,BAO_0000357,10980,1356,enzyme
560708,BAO_0000219,11156,353,membrane receptor
61298,BAO_0000219,72,443,membrane receptor
1286800,BAO_0000219,100974,655,transporter
771071,BAO_0000357,101414,488,enzyme
160460,BAO_0000357,11636,671,enzyme
441211,BAO_0000357,11534,331,enzyme
320862,BAO_0000019,252,412,membrane receptor
407978,BAO_0000357,12952,459,enzyme
860488,BAO_0000219,11362,1068,enzyme
429169,BAO_0000219,47,466,membrane receptor
742954,BAO_0000357,11727,555,enzyme
598064,BAO_0000219,11180,486,transcription factor
214702,BAO_0000219,112,371,membrane receptor
750542,BAO_0000357,11359,809,enzyme
1436858,BAO_0000219,11631,382,membrane receptor
105944,BAO_0000357,13000,469,enzyme
28633,BAO_0000357,93,614,enzyme
1436283,BAO_0000219,125,466,membrane receptor
543309,BAO_0000219,137,380,membrane receptor
303259,BAO_0000219,10548,355,membrane receptor
1289891,BAO_0000219,12576,1070,enzyme
49514,BAO_0000357,13000,469,enzyme
458134,BAO_0000357,19,595,transcription factor
1462443,BAO_0000219,133,505,transcription factor
498929,BAO_0000357,15,260,enzyme
972028,BAO_0000019,10188,360,enzyme
542426,BAO_0000219,280,318,membrane receptor
860487,BAO_0000219,12576,1070,enzyme
1452240,BAO_0000357,51,422,membrane receptor
874579,BAO_0000219,12666,480,enzyme
1506715,BAO_0000357,103982,518,transcription factor
1450060,BAO_0000357,11232,1084,epigenetic regulator
1464331,BAO_0000219,10209,479,membrane receptor
1510857,BAO_0000357,12697,482,epigenetic regulator
1472642,BAO_0000357,9,1210,enzyme
333344,BAO_0000357,163,468,transcription factor
1432943,BAO_0000357,55,674,enzyme
438619,BAO_0000357,10656,770,membrane receptor
1442967,BAO_0000357,100079,1114,enzyme
333988,BAO_0000357,19,595,transcription factor
1504357,BAO_0000219,72,443,membrane receptor
302941,BAO_0000219,114,326,membrane receptor
957175,BAO_0000357,10320,386,enzyme
1703,BAO_0000219,105,377,membrane receptor
325019,BAO_0000357,30035,1235,enzyme
1434836,BAO_0000219,12968,444,membrane receptor
555003,BAO_0000357,11752,1363,enzyme
859847,BAO_0000251,65,503,enzyme
1514407,BAO_0000219,11847,871,ion channel
87892,BAO_0000357,11307,1215,epigenetic regulator
1436697,BAO_0000357,20095,465,enzyme
584610,BAO_0000219,11180,486,transcription factor
841042,BAO_0000219,12109,687,enzyme
397230,BAO_0000219,11575,374,membrane receptor
598368,BAO_0000357,101181,608,epigenetic regulator
941940,BAO_0000357,8,1130,enzyme
585089,BAO_0000219,10200,115,enzyme
810738,BAO_0000219,101414,488,enzyme
1431479,BAO_0000357,11451,1390,enzyme
1456605,BAO_0000357,10141,332,enzyme
588925,BAO_0000219,51,422,membrane receptor
790818,BAO_0000357,10193,261,enzyme
1296332,BAO_0000357,11287,625,enzyme
438956,BAO_0000357,11909,622,enzyme
635228,BAO_0000219,219,590,membrane receptor
881851,BAO_0000357,72,443,membrane receptor
445434,BAO_0000219,90,419,membrane receptor
1363619,BAO_0000357,104,520,enzyme
510470,BAO_0000219,87,472,membrane receptor
1444886,BAO_0000219,11398,1280,transporter
330798,BAO_0000357,10980,1356,enzyme
491607,BAO_0000219,155,620,transporter
855115,BAO_0000219,124,444,membrane receptor
540080,BAO_0000219,165,1159,ion channel
1444804,BAO_0000357,11939,1102,enzyme
811727,BAO_0000357,12923,262,enzyme
740119,BAO_0000219,18036,664,transporter
1457494,BAO_0000219,105603,374,ion channel
1469541,BAO_0000219,11280,1212,membrane receptor
749734,BAO_0000357,10188,360,enzyme
1448918,BAO_0000357,102747,267,enzyme
320952,BAO_0000357,107,471,membrane receptor
457263,BAO_0000357,11575,374,membrane receptor
968273,BAO_0000219,101213,347,enzyme
498934,BAO_0000357,15,260,enzyme
397231,BAO_0000219,11575,374,membrane receptor
1351542,BAO_0000219,11180,486,transcription factor
1286431,BAO_0000357,10193,261,enzyme
340094,BAO_0000219,108,458,membrane receptor
405016,BAO_0000357,174,530,transcription factor
517096,BAO_0000219,137,380,membrane receptor
303483,BAO_0000219,108,458,membrane receptor
1440361,BAO_0000219,76,503,enzyme
425031,BAO_0000219,133,505,transcription factor
625624,BAO_0000357,10051,454,enzyme
816364,BAO_0000357,12697,482,epigenetic regulator
1287998,BAO_0000019,10069,253,enzyme
1434320,BAO_0000219,12252,501,enzyme
615897,BAO_0000219,20174,395,membrane receptor
770621,BAO_0000219,10280,445,membrane receptor
1455370,BAO_0000357,126,604,enzyme
303046,BAO_0000019,137,380,membrane receptor
463817,BAO_0000219,121,630,transporter
1277431,BAO_0000357,103454,1362,epigenetic regulator
585344,BAO_0000357,11225,406,enzyme
856883,BAO_0000219,10919,1154,enzyme
31694,BAO_0000219,280,318,membrane receptor
853388,BAO_0000357,12109,687,enzyme
757846,BAO_0000357,12952,459,enzyme
675729,BAO_0000019,247,442,membrane receptor
719165,BAO_0000357,10498,333,enzyme
808062,BAO_0000357,108,458,membrane receptor
1514064,BAO_0000219,11084,350,membrane receptor
353056,BAO_0000221,10656,770,membrane receptor
1349847,BAO_0000357,11242,1052,enzyme
1467916,BAO_0000357,100447,389,epigenetic regulator
562699,BAO_0000219,280,318,membrane receptor
530826,BAO_0000357,28,313,enzyme
492359,BAO_0000219,10980,1356,enzyme
972955,BAO_0000357,10909,263,enzyme
609690,BAO_0000219,72,443,membrane receptor
408840,BAO_0000357,10131,277,enzyme
158522,BAO_0000357,197,1106,enzyme
337503,BAO_0000357,130,400,membrane receptor
536698,BAO_0000219,130,400,membrane receptor
579349,BAO_0000219,165,1159,ion channel
834857,BAO_0000219,64,427,transcription factor
821406,BAO_0000357,121,630,transporter
987693,BAO_0000357,115,359,membrane receptor
788036,BAO_0000357,10839,313,enzyme
306189,BAO_0000357,163,468,transcription factor
977174,BAO_0000357,11307,1215,epigenetic regulator
685538,BAO_0000357,15,260,enzyme
325824,BAO_0000357,19,595,transcription factor
401364,BAO_0000249,10653,425,membrane receptor
209232,BAO_0000357,11,622,enzyme
800169,BAO_0000357,11575,374,membrane receptor
814289,BAO_0000357,11575,374,membrane receptor
592283,BAO_0000357,11871,470,enzyme
1441072,BAO_0000357,10919,1154,enzyme
563762,BAO_0000357,100627,158,enzyme
812982,BAO_0000357,11307,1215,epigenetic regulator
942131,BAO_0000357,10193,261,enzyme
577742,BAO_0000019,12949,508,enzyme
1446325,BAO_0000357,25,777,transcription factor
1439894,BAO_0000219,101277,152,enzyme
983771,BAO_0000357,10906,635,enzyme
554991,BAO_0000357,20014,403,enzyme
1466072,BAO_0000357,11451,1390,enzyme
462988,BAO_0000219,188,1255,enzyme
1472743,BAO_0000357,11109,477,enzyme
664672,BAO_0000219,72,443,membrane receptor
1463778,BAO_0000219,56,920,transcription factor
471526,BAO_0000357,10434,536,enzyme
343794,BAO_0000357,12666,480,enzyme
1466699,BAO_0000357,104670,417,enzyme
855888,BAO_0000219,126,604,enzyme
989150,BAO_0000357,10839,313,enzyme
122783,BAO_0000357,86,527,enzyme
872732,BAO_0000019,65,503,enzyme
1435160,BAO_0000219,10260,839,ion channel
941580,BAO_0000357,12576,1070,enzyme
320715,BAO_0000357,10193,261,enzyme
770699,BAO_0000357,12209,354,enzyme
302831,BAO_0000357,124,444,membrane receptor
797752,BAO_0000357,130,400,membrane receptor
1504398,BAO_0000357,10849,1124,enzyme
448558,BAO_0000219,11473,824,enzyme
327702,BAO_0000357,11682,706,transporter
50688,BAO_0000019,65,503,enzyme
443967,BAO_0000219,129,400,membrane receptor
203042,BAO_0000219,11267,583,enzyme
306103,BAO_0000357,10980,1356,enzyme
1518838,BAO_0000357,10938,1132,enzyme
516012,BAO_0000357,194,488,enzyme
63996,BAO_0000357,235,267,enzyme
1441074,BAO_0000357,10938,1132,enzyme
1527068,BAO_0000357,30037,465,enzyme
575169,BAO_0000219,252,412,membrane receptor
684635,BAO_0000019,11512,328,enzyme
816162,BAO_0000219,114,326,membrane receptor
597621,BAO_0000357,11727,555,enzyme
959963,BAO_0000357,11082,400,enzyme
305152,BAO_0000357,118,328,membrane receptor
304573,BAO_0000357,174,530,transcription factor
456298,BAO_0000219,43,413,membrane receptor
389968,BAO_0000357,133,505,transcription factor
407976,BAO_0000357,10193,261,enzyme
326096,BAO_0000357,11042,305,enzyme
686697,BAO_0000219,10378,339,enzyme
612190,BAO_0000219,259,360,membrane receptor
802809,BAO_0000219,12659,359,membrane receptor
1500300,BAO_0000357,11536,366,membrane receptor
606314,BAO_0000357,117345,416,enzyme
1329799,BAO_0000357,10811,1354,enzyme
767070,BAO_0000357,10280,445,membrane receptor
523796,BAO_0000357,11024,471,enzyme
1277675,BAO_0000357,48,984,transcription factor
499943,BAO_0000357,93,614,enzyme
349699,BAO_0000357,277,533,transcription factor
67683,BAO_0000357,174,530,transcription factor
1279586,BAO_0000357,12090,763,enzyme
387071,BAO_0000357,11682,706,transporter
1509093,BAO_0000219,19905,422,membrane receptor
818747,BAO_0000357,10517,493,ion channel
987815,BAO_0000357,64,427,transcription factor
727742,BAO_0000357,11575,374,membrane receptor
455355,BAO_0000357,10074,247,enzyme
937599,BAO_0000019,12088,1306,enzyme
945281,BAO_0000357,10193,261,enzyme
1447930,BAO_0000219,129,400,membrane receptor
1499919,BAO_0000219,280,318,membrane receptor
594896,BAO_0000219,10627,440,membrane receptor
476009,BAO_0000219,10209,479,membrane receptor
440103,BAO_0000357,12013,293,enzyme
665660,BAO_0000219,72,443,membrane receptor
595955,BAO_0000357,10186,308,enzyme
745920,BAO_0000357,8,1130,enzyme
606628,BAO_0000357,259,360,membrane receptor
350362,BAO_0000357,9,1210,enzyme
854554,BAO_0000357,11291,579,enzyme
769479,BAO_0000219,104,520,enzyme
983409,BAO_0000357,103625,780,epigenetic regulator
613841,BAO_0000357,10532,602,enzyme
835769,BAO_0000357,100010,779,enzyme
715236,BAO_0000357,13001,660,enzyme
1456340,BAO_0000219,101356,431,membrane receptor
587927,BAO_0000357,11016,317,enzyme
474423,BAO_0000219,36,933,transcription factor
510500,BAO_0000019,12949,508,enzyme
795337,BAO_0000357,11307,1215,epigenetic regulator
438636,BAO_0000357,101234,359,enzyme
1457460,BAO_0000019,103982,518,transcription factor
664389,BAO_0000357,10200,115,enzyme
626140,BAO_0000219,101414,488,enzyme
726751,BAO_0000357,13001,660,enzyme
973500,BAO_0000357,11154,582,enzyme
492336,BAO_0000219,243,967,enzyme
328205,BAO_0000357,10188,360,enzyme
305561,BAO_0000357,194,488,enzyme
465205,BAO_0000357,194,488,enzyme
379862,BAO_0000357,137,380,membrane receptor
583916,BAO_0000219,126,604,enzyme
963010,BAO_0000219,12670,993,enzyme
977521,BAO_0000019,11723,482,enzyme
488674,BAO_0000219,108,458,membrane receptor
32433,BAO_0000219,103,572,membrane receptor
948089,BAO_0000019,101600,323,enzyme
959598,BAO_0000219,101271,335,membrane receptor
1471258,BAO_0000357,86,527,enzyme
1348083,BAO_0000219,101400,787,membrane receptor
564830,BAO_0000219,165,1159,ion channel
214800,BAO_0000219,165,1159,ion channel
769842,BAO_0000219,100,617,transporter
699575,BAO_0000357,155,620,transporter
616836,BAO_0000219,101277,152,enzyme
1347661,BAO_0000019,55,674,enzyme
716900,BAO_0000019,12587,334,enzyme
990153,BAO_0000219,10198,613,ion channel
634056,BAO_0000219,107,471,membrane receptor
886837,BAO_0000219,10907,603,enzyme
698255,BAO_0000357,11362,1068,enzyme
699306,BAO_0000219,155,620,transporter
443515,BAO_0000219,219,590,membrane receptor
595698,BAO_0000219,155,620,transporter
1445934,BAO_0000357,20095,465,enzyme
940424,BAO_0000219,10547,355,membrane receptor
400479,BAO_0000357,10193,261,enzyme
214230,BAO_0000357,10980,1356,enzyme
501433,BAO_0000357,10627,440,membrane receptor
1444490,BAO_0000219,90,419,membrane receptor
539405,BAO_0000357,10696,479,enzyme
472647,BAO_0000219,107,471,membrane receptor
964990,BAO_0000219,10547,355,membrane receptor
1448561,BAO_0000219,86,527,enzyme
1511039,BAO_0000219,11631,382,membrane receptor
1460655,BAO_0000357,12261,427,enzyme
978966,BAO_0000357,15,260,enzyme
1459266,BAO_0000357,10781,344,enzyme
1462212,BAO_0000357,10907,603,enzyme
1504560,BAO_0000219,19,595,transcription factor
604433,BAO_0000219,114,326,membrane receptor
1511673,BAO_0000357,105440,746,epigenetic regulator
141777,BAO_0000219,250,407,membrane receptor
408752,BAO_0000357,165,1159,ion channel
886471,BAO_0000219,72,443,membrane receptor
624960,BAO_0000219,11085,362,membrane receptor
465778,BAO_0000219,280,318,membrane receptor
377989,BAO_0000357,11154,582,enzyme
1527399,BAO_0000357,10980,1356,enzyme
974418,BAO_0000019,11307,1215,epigenetic regulator
805215,BAO_0000357,10331,496,enzyme
328423,BAO_0000357,11140,766,enzyme
1518839,BAO_0000357,10919,1154,enzyme
320931,BAO_0000357,227,481,membrane receptor
609151,BAO_0000219,108,458,membrane receptor
821478,BAO_0000019,10839,313,enzyme
1499558,BAO_0000357,100080,591,enzyme
1283183,BAO_0000357,10009,425,membrane receptor
607884,BAO_0000357,10752,756,enzyme
769532,BAO_0000357,100146,497,enzyme
1452285,BAO_0000219,10547,355,membrane receptor
886509,BAO_0000219,10938,1132,enzyme
435551,BAO_0000219,10142,332,membrane receptor
469905,BAO_0000219,11398,1280,transporter
1503902,BAO_0000357,11638,360,enzyme
447237,BAO_0000357,11156,353,membrane receptor
560452,BAO_0000219,12214,619,enzyme
630516,BAO_0000357,10781,344,enzyme
766550,BAO_0000219,10280,445,membrane receptor
424266,BAO_0000357,10938,1132,enzyme
519583,BAO_0000357,10193,261,enzyme
1464338,BAO_0000219,11910,482,enzyme
597610,BAO_0000219,176,342,membrane receptor
853502,BAO_0000219,12261,427,enzyme
305778,BAO_0000357,174,530,transcription factor
303064,BAO_0000219,72,443,membrane receptor
606083,BAO_0000357,10695,481,enzyme
302830,BAO_0000357,124,444,membrane receptor
423426,BAO_0000219,170,1141,enzyme
818766,BAO_0000219,19905,422,membrane receptor
302561,BAO_0000357,12209,354,enzyme
592875,BAO_0000357,100193,303,enzyme
790196,BAO_0000219,146,477,membrane receptor
935749,BAO_0000219,107,471,membrane receptor
1279594,BAO_0000219,36,933,transcription factor
1274850,BAO_0000219,114,326,membrane receptor
1348050,BAO_0000219,10906,635,enzyme
1454531,BAO_0000366,10544,373,membrane receptor
306553,BAO_0000219,11910,482,enzyme
445832,BAO_0000357,13061,435,enzyme
797688,BAO_0000219,136,372,membrane receptor
605748,BAO_0000219,127,487,membrane receptor
408429,BAO_0000219,20174,395,membrane receptor
47513,BAO_0000357,10193,261,enzyme
557953,BAO_0000357,13001,660,enzyme
365130,BAO_0000357,12703,275,enzyme
631258,BAO_0000357,25,777,transcription factor
1466705,BAO_0000357,10193,261,enzyme
1432944,BAO_0000357,55,674,enzyme
428860,BAO_0000357,126,604,enzyme
640856,BAO_0000219,100079,1114,enzyme
515268,BAO_0000357,10869,377,epigenetic regulator
741338,BAO_0000357,10131,277,enzyme
1364476,BAO_0000219,20174,395,membrane receptor
374029,BAO_0000219,10809,384,membrane receptor
833247,BAO_0000019,10938,1132,enzyme
61618,BAO_0000219,72,443,membrane receptor
886649,BAO_0000019,25,777,transcription factor
99030,BAO_0000357,11269,447,transcription factor
939014,BAO_0000357,101277,152,enzyme
630625,BAO_0000357,194,488,enzyme
747598,BAO_0000219,130,400,membrane receptor
1512207,BAO_0000357,11177,1044,enzyme
330170,BAO_0000357,11871,470,enzyme
563761,BAO_0000357,13061,435,enzyme
571719,BAO_0000019,237,611,enzyme
633195,BAO_0000019,65,503,enzyme
